,product_bought,Review-AverageRating,DisplayPrice-Amount,ListPrice-Amount,age_sender,diff_age,ratio_recommender,ratio_costumer
5087,1,4.6,45.99,64.99,40,23,0.45945945945945943,0.7692307692307693
1770,1,4.3,39.99,54.99,19,2,0.4864864864864865,0.7692307692307693
1899,1,4.6,109.99,109.99,28,11,0.32432432432432434,0.7692307692307693
5211,0,4.6,5.99,5.99,37,20,0.2162162162162162,0.7692307692307693
118,1,4.6,17.99,17.99,17,0,0.2702702702702703,0.7692307692307693
5309,1,4.6,9.99,9.99,29,12,0.3513513513513513,0.7692307692307693
5803,1,4.0,24.99,24.99,38,21,0.29729729729729726,0.7692307692307693
2876,0,4.6,9.99,9.99,22,5,0.5135135135135135,0.7692307692307693
919,1,4.3,64.99,64.99,17,0,0.5675675675675677,0.7692307692307693
1583,1,4.6,7.99,10.0,41,24,0.5945945945945946,0.7692307692307693
1857,1,4.7,14.99,14.99,29,12,0.4594594594594595,0.7692307692307693
3837,1,4.5,19.99,19.99,29,12,0.5675675675675675,0.7692307692307693
5384,0,4.5,13.99,13.99,35,18,0.2702702702702703,0.7692307692307693
4896,0,0.0,64.99,64.99,17,0,0.29729729729729726,0.7692307692307693
1691,0,4.6,4.99,4.99,28,11,0.35135135135135137,0.7692307692307693
1705,1,4.0,44.99,44.99,33,16,0.45945945945945954,0.7692307692307693
6921,1,5.0,17.99,17.99,26,9,0.4594594594594595,0.7692307692307693
1363,1,4.3,29.99,29.99,29,12,0.4594594594594595,0.7692307692307693
4971,1,4.6,6.99,6.99,28,11,0.4324324324324324,0.7692307692307693
3120,1,5.0,15.99,15.99,45,28,0.45945945945945943,0.7692307692307693
2661,1,4.3,29.99,29.99,22,5,0.37837837837837834,0.7692307692307693
1,1,4.6,9.99,9.99,18,1,0.4594594594594595,0.7692307692307693
1116,1,4.4,21.99,24.99,42,25,0.5405405405405406,0.7692307692307693
696,0,0.0,29.99,29.99,35,18,0.4324324324324324,0.7692307692307693
5423,1,4.4,14.99,14.99,18,9,0.2702702702702703,0.7058823529411765
5526,1,4.5,19.99,19.99,43,16,0.4594594594594595,0.7058823529411765
6989,1,4.7,39.99,49.99,17,10,0.5135135135135135,0.7058823529411765
1401,0,5.0,16.99,17.99,30,3,0.3513513513513513,0.7058823529411765
6252,1,4.3,14.99,14.99,29,2,0.4864864864864865,0.7058823529411765
4279,0,0.0,4.99,4.99,20,7,0.2702702702702703,0.7058823529411765
3905,1,0.0,34.99,34.99,32,5,0.3513513513513513,0.7058823529411765
6518,0,0.0,59.99,59.99,39,12,0.35135135135135137,0.7058823529411765
5585,0,4.9,11.99,11.99,30,3,0.32432432432432434,0.7058823529411765
6834,1,3.8,14.99,14.99,23,4,0.48648648648648646,0.7058823529411765
150,0,4.7,39.99,49.99,35,8,0.24324324324324323,0.7058823529411765
564,1,4.6,39.99,54.99,23,4,0.2972972972972973,0.7058823529411765
3412,1,4.5,19.99,22.99,29,2,0.4864864864864865,0.7058823529411765
6946,1,4.3,64.99,64.99,44,17,0.4324324324324324,0.7058823529411765
4176,1,4.4,59.99,59.99,38,11,0.32432432432432434,0.7058823529411765
3491,1,4.8,7.0,9.99,24,3,0.3513513513513513,0.7058823529411765
6458,1,4.7,3.49,3.49,20,7,0.48648648648648646,0.7058823529411765
2838,0,4.3,79.99,89.99,17,11,0.35135135135135137,0.6666666666666666
3514,0,4.8,14.99,14.99,29,1,0.48648648648648646,0.6666666666666666
450,1,4.5,16.99,27.99,45,17,0.3513513513513513,0.6666666666666666
2983,1,3.0,26.99,29.99,23,5,0.48648648648648646,0.6666666666666666
5496,1,4.6,4.99,4.99,37,9,0.24324324324324326,0.6666666666666666
1461,1,1.0,106.99,106.99,33,5,0.45945945945945954,0.6666666666666666
4902,1,4.2,39.99,49.99,30,2,0.2702702702702703,0.6666666666666666
2857,1,5.0,2.99,2.99,24,4,0.2702702702702703,0.6666666666666666
4387,1,4.5,19.99,19.99,29,1,0.4594594594594595,0.6666666666666666
1499,1,4.6,9.99,9.99,44,16,0.5675675675675677,0.6666666666666666
1786,0,4.1,17.99,17.99,22,6,0.32432432432432434,0.6666666666666666
4327,1,4.9,37.99,37.99,17,11,0.48648648648648646,0.6666666666666666
1672,1,5.0,74.99,74.99,30,2,0.5405405405405406,0.6666666666666666
192,0,0.0,24.99,24.99,25,3,0.5405405405405406,0.6666666666666666
3579,0,3.0,26.99,29.99,28,0,0.40540540540540543,0.6666666666666666
3969,1,4.3,14.99,14.99,20,8,0.5135135135135136,0.6666666666666666
3367,1,4.4,19.99,19.99,35,7,0.4324324324324324,0.6666666666666666
811,0,0.0,18.99,18.99,18,10,0.2702702702702703,0.6666666666666666
5062,1,4.5,16.99,19.99,25,3,0.5405405405405406,0.6666666666666666
1416,0,0.0,79.99,79.99,29,1,0.4864864864864865,0.6666666666666666
1307,1,4.5,11.99,15.99,18,10,0.3783783783783784,0.6666666666666666
1121,1,4.5,24.99,24.99,41,11,0.5945945945945946,0.5
1181,1,4.4,29.99,29.99,38,8,0.43243243243243246,0.5
6685,0,0.0,34.99,54.99,42,12,0.5945945945945946,0.5
2675,0,0.0,34.99,34.99,20,10,0.37837837837837834,0.5
1740,0,0.0,109.99,109.99,26,4,0.3783783783783784,0.5
1280,0,4.6,39.99,54.99,17,13,0.35135135135135137,0.5
7,0,4.6,39.99,39.99,37,7,0.2162162162162162,0.5
1352,0,0.0,54.99,54.99,27,3,0.3783783783783784,0.5
991,1,4.1,14.99,14.99,28,2,0.37837837837837834,0.5
2074,1,4.9,109.99,109.99,32,2,0.40540540540540543,0.5
3752,1,3.8,29.99,29.99,33,3,0.21621621621621623,0.5
651,0,4.8,9.99,9.99,30,0,0.48648648648648646,0.5
5192,0,4.8,31.99,31.99,29,1,0.2972972972972973,0.5
2124,1,4.6,4.99,4.99,29,1,0.2972972972972973,0.5
1092,0,4.2,109.99,109.99,20,10,0.3783783783783784,0.5
6226,1,4.6,17.99,17.99,26,4,0.37837837837837834,0.5
6125,0,4.8,22.99,22.99,42,12,0.4324324324324324,0.5
109,1,4.9,74.99,74.99,19,11,0.3783783783783784,0.5
5696,0,5.0,29.99,29.99,33,3,0.5945945945945945,0.5
6753,1,4.8,14.99,14.99,24,6,0.5135135135135135,0.5
6528,1,5.0,79.99,79.99,42,12,0.4324324324324324,0.5
1426,0,4.4,64.99,64.99,30,0,0.2702702702702703,0.5
2867,0,4.9,134.99,134.99,24,6,0.43243243243243246,0.5
6884,1,4.6,17.99,17.99,39,9,0.35135135135135137,0.5
765,1,5.0,24.99,24.99,16,14,0.4864864864864865,0.5
6550,1,4.7,59.99,98.99,35,5,0.40540540540540543,0.5
1890,1,4.5,59.99,59.99,37,7,0.37837837837837834,0.5
5564,1,5.0,16.99,17.99,25,5,0.5405405405405406,0.5
93,0,4.5,2.29,2.29,26,4,0.2702702702702703,0.5
5278,1,4.9,19.99,19.99,28,2,0.40540540540540543,0.5
243,0,4.5,59.99,79.99,44,14,0.32432432432432434,0.5
4993,0,5.0,74.99,74.99,34,4,0.5135135135135135,0.5
4811,1,0.0,54.99,54.99,32,6,0.35135135135135137,0.5789473684210527
6218,1,5.0,194.99,194.99,26,0,0.43243243243243246,0.5789473684210527
5853,0,4.5,6.99,6.99,21,5,0.2972972972972973,0.5789473684210527
3762,0,2.0,189.99,189.99,28,2,0.5405405405405406,0.5789473684210527
272,0,4.1,79.99,79.99,32,6,0.35135135135135137,0.5789473684210527
5033,0,4.5,7.99,7.99,37,11,0.40540540540540543,0.5789473684210527
5911,0,4.5,19.99,19.99,23,3,0.37837837837837834,0.5789473684210527
3116,1,4.0,29.99,29.99,22,4,0.5135135135135135,0.5789473684210527
5291,0,0.0,74.99,74.99,17,9,0.35135135135135137,0.5789473684210527
6677,1,4.7,4.99,4.99,44,18,0.5405405405405406,0.5789473684210527
2381,1,4.6,9.99,9.99,35,9,0.5135135135135136,0.5789473684210527
2142,1,0.0,34.99,34.99,18,8,0.37837837837837834,0.5789473684210527
4159,1,4.8,7.99,12.99,33,7,0.21621621621621623,0.5789473684210527
144,0,3.8,29.99,29.99,18,8,0.37837837837837834,0.5789473684210527
5882,0,4.5,12.99,12.99,41,15,0.43243243243243246,0.5789473684210527
1599,1,4.3,9.99,9.99,34,8,0.2972972972972973,0.5789473684210527
5671,1,4.6,6.99,6.99,18,8,0.4864864864864865,0.5789473684210527
2193,1,4.6,16.99,16.99,24,2,0.4594594594594595,0.5789473684210527
131,1,4.1,21.99,27.99,37,11,0.3783783783783784,0.5789473684210527
2032,0,4.7,3.99,3.99,22,8,0.40540540540540543,0.5454545454545454
5012,0,4.1,21.99,27.99,19,11,0.5405405405405406,0.5454545454545454
2528,0,3.8,39.99,44.99,22,8,0.32432432432432434,0.5454545454545454
2332,0,4.4,5.99,6.99,17,13,0.4594594594594595,0.5454545454545454
4083,0,3.2,29.99,29.99,23,7,0.48648648648648646,0.5454545454545454
3478,1,4.5,7.99,7.99,39,9,0.43243243243243246,0.5454545454545454
1636,1,4.4,44.99,44.99,42,12,0.40540540540540543,0.5454545454545454
6306,1,5.0,26.99,29.99,22,8,0.37837837837837834,0.5454545454545454
6541,0,5.0,94.99,94.99,40,10,0.2162162162162162,0.5454545454545454
1346,1,4.6,11.99,11.99,17,13,0.5135135135135135,0.5454545454545454
4756,0,4.1,11.99,11.99,25,5,0.5405405405405406,0.5454545454545454
376,1,4.7,11.99,11.99,33,3,0.40540540540540543,0.5454545454545454
2045,1,4.9,9.99,9.99,32,2,0.35135135135135137,0.5454545454545454
6640,1,4.2,109.99,109.99,20,10,0.48648648648648646,0.5454545454545454
145,0,4.3,44.99,44.99,41,11,0.5945945945945946,0.5454545454545454
1603,0,4.8,7.99,7.99,17,13,0.4594594594594595,0.5454545454545454
3283,1,4.6,699.99,699.99,41,11,0.43243243243243246,0.5454545454545454
4177,1,4.6,5.99,5.99,37,7,0.3783783783783784,0.5454545454545454
3382,1,5.0,44.99,44.99,36,6,0.37837837837837834,0.5454545454545454
1049,0,4.6,9.99,9.99,20,10,0.5135135135135135,0.5454545454545454
6280,1,4.8,7.99,12.99,27,3,0.5135135135135135,0.5454545454545454
2371,1,4.3,69.99,69.99,20,10,0.48648648648648646,0.5454545454545454
3001,0,4.8,14.99,14.99,20,3,0.4324324324324324,0.47368421052631576
6105,0,4.4,14.99,14.99,40,17,0.40540540540540543,0.47368421052631576
3159,1,4.2,69.99,69.99,33,10,0.5135135135135136,0.47368421052631576
567,1,4.0,29.99,29.99,23,0,0.48648648648648646,0.47368421052631576
1634,0,4.5,9.99,9.99,28,5,0.40540540540540543,0.47368421052631576
5269,0,3.0,69.99,69.99,22,1,0.5135135135135135,0.47368421052631576
2621,1,4.0,3.99,3.99,22,1,0.4864864864864865,0.47368421052631576
3633,1,4.8,14.99,14.99,30,7,0.35135135135135137,0.47368421052631576
2739,0,4.2,9.99,9.99,29,6,0.35135135135135137,0.47368421052631576
107,0,0.0,59.99,59.99,20,3,0.48648648648648646,0.47368421052631576
5268,1,5.0,74.99,74.99,35,12,0.5405405405405406,0.47368421052631576
4528,0,0.0,89.99,89.99,44,21,0.5675675675675677,0.47368421052631576
6289,1,5.0,119.99,119.99,39,16,0.24324324324324326,0.47368421052631576
6294,0,0.0,39.99,39.99,25,2,0.5675675675675677,0.47368421052631576
6453,0,4.2,39.99,49.99,18,5,0.21621621621621623,0.47368421052631576
4956,1,4.6,2.19,2.19,17,6,0.2972972972972973,0.47368421052631576
5725,0,4.4,14.99,14.99,42,19,0.4594594594594595,0.47368421052631576
3989,1,4.3,39.99,54.99,37,14,0.4864864864864865,0.47368421052631576
5979,1,4.5,5.99,5.99,28,5,0.3243243243243243,0.47368421052631576
351,1,4.6,69.99,69.99,37,4,0.4594594594594595,0.6896551724137931
2036,1,4.5,294.99,294.99,29,4,0.2972972972972973,0.6896551724137931
3788,1,4.6,14.99,14.99,41,8,0.37837837837837834,0.6896551724137931
3454,1,4.6,2.99,2.99,23,10,0.48648648648648646,0.6896551724137931
237,1,4.5,24.99,24.99,20,13,0.5135135135135135,0.6896551724137931
4215,0,4.4,49.99,79.99,31,2,0.45945945945945943,0.6896551724137931
6326,1,4.5,29.99,43.99,27,6,0.35135135135135137,0.6896551724137931
2929,1,4.1,21.99,27.99,45,12,0.29729729729729726,0.6896551724137931
4786,1,0.0,109.99,109.99,29,4,0.4594594594594595,0.6896551724137931
550,1,5.0,4.49,4.49,24,9,0.43243243243243246,0.6896551724137931
3477,1,4.1,9.99,9.99,39,6,0.16216216216216217,0.6896551724137931
3221,1,4.7,54.99,54.99,28,5,0.40540540540540543,0.6896551724137931
6457,1,4.5,19.99,19.99,17,16,0.4594594594594595,0.6896551724137931
397,0,4.6,29.99,29.99,40,7,0.40540540540540543,0.6896551724137931
6108,1,4.6,12.99,12.99,20,13,0.37837837837837834,0.6896551724137931
6893,0,3.2,69.99,69.99,36,3,0.40540540540540543,0.6896551724137931
3858,0,0.0,21.99,21.99,20,13,0.2702702702702703,0.6896551724137931
4187,1,4.4,6.99,6.99,27,6,0.4864864864864865,0.6896551724137931
3933,0,0.0,169.99,169.99,19,14,0.5405405405405406,0.6896551724137931
523,0,4.6,6.99,6.99,34,1,0.2972972972972973,0.6896551724137931
3137,0,0.0,29.99,29.99,32,1,0.45945945945945954,0.6896551724137931
4951,0,0.0,9.99,9.99,22,11,0.32432432432432434,0.6896551724137931
5061,1,4.6,6.99,6.99,27,6,0.2702702702702703,0.6896551724137931
4908,1,4.7,14.99,14.99,29,4,0.40540540540540543,0.6896551724137931
2799,1,4.7,64.99,64.99,37,4,0.5135135135135135,0.6896551724137931
4371,1,5.0,124.99,124.99,23,10,0.2972972972972973,0.6896551724137931
4840,0,4.0,29.99,29.99,18,15,0.2702702702702703,0.6896551724137931
309,1,5.0,74.99,74.99,19,14,0.4594594594594595,0.6896551724137931
4298,1,4.4,11.99,11.99,42,9,0.5405405405405406,0.6896551724137931
6509,0,4.5,19.99,19.99,39,11,0.3513513513513513,0.65
1788,1,4.2,49.99,49.99,45,17,0.45945945945945943,0.65
2191,1,4.7,54.99,54.99,37,9,0.40540540540540543,0.65
80,1,4.5,39.99,39.99,25,3,0.5405405405405406,0.65
1942,1,4.8,14.99,14.99,34,6,0.5135135135135135,0.65
5593,0,0.0,69.99,69.99,27,1,0.3513513513513513,0.65
783,0,3.0,69.99,69.99,29,1,0.4864864864864865,0.65
3430,0,4.7,7.99,14.99,30,2,0.32432432432432434,0.65
1391,1,4.4,29.99,44.99,16,12,0.5135135135135136,0.65
5465,0,4.4,14.99,14.99,27,1,0.45945945945945954,0.65
361,1,4.5,9.99,9.99,24,4,0.4594594594594595,0.65
6970,1,4.6,29.99,29.99,17,11,0.5135135135135135,0.65
11,1,0.0,109.99,109.99,44,16,0.4324324324324324,0.65
4033,1,4.5,19.99,22.99,37,9,0.40540540540540543,0.65
4196,1,4.6,8.99,8.99,40,12,0.40540540540540543,0.65
959,0,4.5,294.99,294.99,35,7,0.3243243243243243,0.65
931,1,5.0,94.99,94.99,35,7,0.2972972972972973,0.65
3350,1,4.4,5.99,6.99,42,14,0.3513513513513513,0.65
6934,0,4.7,7.99,14.99,27,1,0.2702702702702703,0.65
5943,1,4.3,54.99,54.99,42,14,0.3513513513513513,0.65
3100,0,0.0,17.99,17.99,31,14,0.2162162162162162,0.6666666666666666
1957,1,4.8,19.99,19.99,42,3,0.4324324324324324,0.6666666666666666
5763,1,0.0,89.99,124.99,39,6,0.3783783783783784,0.6666666666666666
1998,0,4.5,119.99,119.99,45,0,0.45945945945945943,0.6666666666666666
2593,1,4.9,19.99,19.99,24,21,0.40540540540540543,0.6666666666666666
2508,1,4.3,49.99,64.99,38,7,0.4054054054054054,0.6666666666666666
5351,1,4.0,4.99,4.99,17,28,0.29729729729729726,0.6666666666666666
4577,1,4.7,29.99,29.99,29,16,0.4864864864864865,0.6666666666666666
4699,1,5.0,74.99,74.99,19,26,0.4594594594594595,0.6666666666666666
4877,0,4.5,19.99,19.99,27,18,0.4864864864864865,0.6666666666666666
4282,1,4.8,4.99,4.99,35,10,0.2702702702702703,0.6666666666666666
2718,0,4.6,109.99,109.99,20,25,0.3243243243243243,0.6666666666666666
1935,0,4.3,27.99,27.99,16,29,0.2702702702702703,0.6666666666666666
3965,1,4.5,4.99,4.99,25,20,0.5675675675675677,0.6666666666666666
6493,1,4.5,17.99,17.99,37,8,0.40540540540540543,0.6666666666666666
6323,1,4.6,14.99,14.99,35,10,0.4324324324324324,0.6666666666666666
4677,1,4.7,3.49,3.49,36,9,0.37837837837837834,0.6666666666666666
4627,1,4.3,27.99,27.99,33,12,0.5135135135135136,0.6666666666666666
654,1,4.6,11.99,11.99,43,2,0.24324324324324326,0.6666666666666666
249,1,0.0,69.99,69.99,27,18,0.5135135135135135,0.6666666666666666
1722,1,4.7,3.99,3.99,32,13,0.40540540540540543,0.6666666666666666
6389,0,4.5,6.99,6.99,29,16,0.6486486486486486,0.6666666666666666
6476,0,0.0,49.99,49.99,19,26,0.3783783783783784,0.6666666666666666
5364,0,4.2,44.99,64.99,16,29,0.5135135135135136,0.6666666666666666
6533,0,4.4,59.99,59.99,37,6,0.5135135135135136,0.5
1918,0,4.3,3.99,3.99,28,3,0.45945945945945954,0.5
5039,0,4.6,24.99,24.99,39,8,0.24324324324324326,0.5
1556,1,4.5,24.99,24.99,37,6,0.4594594594594595,0.5
6408,0,4.7,309.99,369.99,27,4,0.24324324324324328,0.5
2625,1,4.6,14.99,14.99,45,14,0.5135135135135135,0.5
1299,1,4.7,14.99,14.99,26,5,0.4594594594594595,0.5
1791,1,4.0,59.99,59.99,23,8,0.48648648648648646,0.5
6977,0,4.6,9.99,9.99,42,11,0.4594594594594595,0.5
6496,0,4.2,19.99,19.99,30,1,0.5945945945945946,0.5
3666,1,3.8,19.99,19.99,27,4,0.43243243243243246,0.5
3496,1,4.7,29.99,29.99,20,11,0.37837837837837834,0.5
3509,1,4.3,64.99,64.99,40,9,0.45945945945945943,0.5
4733,0,4.5,11.99,11.99,37,6,0.40540540540540543,0.5
4302,1,5.0,949.99,949.99,26,5,0.3783783783783784,0.5
2139,0,4.6,17.99,17.99,33,2,0.40540540540540543,0.5
5238,1,4.6,17.99,17.99,31,0,0.2972972972972973,0.5
2044,0,4.5,19.99,22.99,39,8,0.16216216216216217,0.5
4256,1,0.0,109.99,109.99,25,4,0.5675675675675677,0.6296296296296297
185,0,4.8,19.99,19.99,33,4,0.2972972972972973,0.6296296296296297
4167,1,4.25,12.99,14.99,30,1,0.35135135135135137,0.6296296296296297
930,1,4.7,7.99,7.99,32,3,0.5405405405405406,0.6296296296296297
3070,1,4.3,19.99,19.99,37,8,0.5135135135135136,0.6296296296296297
641,0,5.0,17.99,17.99,16,13,0.2702702702702703,0.6296296296296297
3472,0,0.0,45.99,45.99,39,10,0.35135135135135137,0.6296296296296297
3147,1,5.0,24.99,24.99,23,6,0.37837837837837834,0.6296296296296297
2123,0,4.5,19.99,22.99,22,7,0.4864864864864865,0.6296296296296297
1371,0,4.0,24.99,24.99,30,1,0.2162162162162162,0.6296296296296297
143,0,4.1,21.99,27.99,27,2,0.24324324324324323,0.6296296296296297
6595,1,4.8,34.99,34.99,36,7,0.3783783783783784,0.6296296296296297
2813,1,4.5,12.99,12.99,17,12,0.5405405405405406,0.6296296296296297
1708,1,4.4,3.99,3.99,42,13,0.5945945945945946,0.6296296296296297
529,1,5.0,49.99,49.99,32,3,0.2702702702702703,0.6296296296296297
4272,0,3.8,19.99,19.99,29,0,0.3513513513513513,0.6296296296296297
2286,1,4.2,24.99,24.99,19,10,0.40540540540540543,0.6296296296296297
6414,1,4.6,2.99,2.99,45,16,0.5135135135135135,0.6296296296296297
2836,1,4.5,7.99,7.99,44,15,0.3243243243243243,0.6296296296296297
5995,1,3.5,69.99,69.99,23,6,0.48648648648648646,0.6296296296296297
5080,1,4.3,27.99,27.99,44,15,0.3243243243243243,0.6296296296296297
6728,0,5.0,184.99,184.99,33,4,0.2702702702702703,0.6296296296296297
402,0,4.5,14.99,14.99,38,9,0.32432432432432434,0.6296296296296297
265,0,4.4,719.99,719.99,27,2,0.48648648648648646,0.6296296296296297
5758,1,4.5,39.99,39.99,31,2,0.35135135135135137,0.6296296296296297
5847,1,4.8,4.99,4.99,29,0,0.5135135135135136,0.6296296296296297
591,1,4.3,19.99,19.99,17,12,0.4594594594594595,0.6296296296296297
97,1,4.8,39.99,39.99,19,9,0.35135135135135137,0.35294117647058826
4751,1,4.2,20.99,20.99,39,11,0.24324324324324326,0.35294117647058826
4808,0,4.1,9.99,9.99,32,4,0.5405405405405406,0.35294117647058826
5433,1,4.3,79.99,89.99,17,11,0.4324324324324324,0.35294117647058826
6537,0,4.6,12.99,12.99,29,1,0.35135135135135137,0.35294117647058826
2704,0,4.7,3.49,3.49,45,17,0.3513513513513513,0.35294117647058826
1448,0,4.1,21.99,27.99,33,5,0.21621621621621623,0.35294117647058826
3885,0,4.6,4.99,4.99,45,17,0.3783783783783784,0.35294117647058826
5059,0,4.6,16.99,16.99,23,5,0.5405405405405406,0.35294117647058826
2971,1,3.2,29.99,29.99,18,10,0.37837837837837834,0.35294117647058826
2707,1,5.0,119.99,119.99,41,13,0.4594594594594595,0.35294117647058826
6713,1,4.7,14.99,14.99,40,12,0.4864864864864865,0.35294117647058826
1292,0,4.5,9.99,9.99,29,1,0.35135135135135137,0.35294117647058826
1641,0,4.1,34.99,49.99,20,8,0.43243243243243246,0.35294117647058826
1130,0,4.4,29.99,29.99,18,10,0.4864864864864865,0.35294117647058826
6000,0,4.6,5.99,5.99,24,4,0.43243243243243246,0.35294117647058826
5824,0,5.0,89.99,89.99,17,11,0.43243243243243246,0.35294117647058826
3695,0,0.0,54.99,54.99,36,1,0.3783783783783784,0.6
6697,0,4.5,19.99,19.99,39,4,0.24324324324324326,0.6
3202,1,4.5,4.99,4.99,24,11,0.40540540540540543,0.6
2903,1,4.5,19.99,19.99,30,5,0.5405405405405406,0.6
2125,1,4.0,29.99,29.99,26,9,0.2972972972972973,0.6
2320,1,4.8,7.0,9.99,21,14,0.3513513513513513,0.6
3055,1,5.0,39.99,39.99,35,0,0.5135135135135136,0.6
3146,1,4.5,19.99,19.99,33,2,0.45945945945945954,0.6
942,0,4.8,14.99,14.99,17,18,0.2972972972972973,0.6
916,0,0.0,79.99,79.99,42,7,0.32432432432432434,0.6
1339,0,4.7,64.99,64.99,40,5,0.40540540540540543,0.6
1243,1,5.0,6.99,6.99,27,8,0.2702702702702703,0.6
3466,0,4.5,8.99,8.99,20,15,0.48648648648648646,0.6
4937,1,4.8,6.0,9.99,28,7,0.35135135135135137,0.6
3150,1,5.0,79.99,99.99,41,6,0.2702702702702703,0.6
4646,1,0.0,14.99,14.99,41,6,0.5945945945945946,0.6
740,0,4.2,44.99,64.99,20,15,0.4324324324324324,0.6
5644,1,4.6,4.99,4.99,44,9,0.32432432432432434,0.6
4652,0,4.1,9.99,9.99,36,1,0.3783783783783784,0.6
6645,1,4.9,149.99,149.99,17,18,0.35135135135135137,0.6
198,1,0.0,11.99,11.99,35,16,0.21621621621621623,0.5652173913043478
4889,0,4.4,44.99,44.99,20,1,0.16216216216216217,0.5652173913043478
5274,1,5.0,24.99,30.99,31,12,0.45945945945945943,0.5652173913043478
6920,1,5.0,119.99,119.99,24,5,0.2702702702702703,0.5652173913043478
3428,1,4.7,14.99,14.99,29,10,0.5675675675675675,0.5652173913043478
2791,0,0.0,49.99,49.99,40,21,0.45945945945945943,0.5652173913043478
5747,1,4.7,3.99,3.99,20,1,0.5135135135135135,0.5652173913043478
3327,0,4.5,19.99,19.99,20,1,0.5135135135135136,0.5652173913043478
6045,0,0.0,21.99,21.99,24,5,0.3513513513513513,0.5652173913043478
37,1,4.3,39.99,39.99,44,25,0.5675675675675677,0.5652173913043478
1034,1,5.0,94.99,94.99,22,3,0.32432432432432434,0.5652173913043478
5186,1,3.0,79.99,79.99,20,1,0.5135135135135135,0.5652173913043478
3053,1,4.7,3.49,3.49,26,7,0.4054054054054054,0.5652173913043478
5275,1,4.7,7.99,14.99,30,11,0.45945945945945954,0.5652173913043478
2416,0,5.0,29.99,29.99,36,17,0.37837837837837834,0.5652173913043478
6195,1,4.6,9.99,17.99,29,10,0.35135135135135137,0.5652173913043478
2592,0,4.7,4.99,4.99,19,0,0.3783783783783784,0.5652173913043478
6554,0,4.4,54.99,54.99,22,3,0.32432432432432434,0.5652173913043478
2985,0,4.3,139.99,149.99,17,2,0.35135135135135137,0.5652173913043478
2,1,5.0,124.99,124.99,22,3,0.5135135135135135,0.5652173913043478
3784,1,4.4,59.99,59.99,17,2,0.4594594594594595,0.5652173913043478
6540,0,1.0,36.99,36.99,28,9,0.45945945945945954,0.5652173913043478
998,0,0.0,84.99,84.99,26,7,0.3783783783783784,0.5652173913043478
4315,1,4.3,79.99,89.99,41,24,0.43243243243243246,0.5833333333333334
4120,0,4.6,19.99,27.99,35,18,0.3783783783783784,0.5833333333333334
4523,1,5.0,54.99,64.99,29,12,0.2972972972972973,0.5833333333333334
3547,0,4.5,49.99,49.99,39,22,0.3783783783783784,0.5833333333333334
6792,0,4.5,99.99,99.99,18,1,0.29729729729729726,0.5833333333333334
5215,0,4.4,11.99,11.99,37,20,0.4594594594594595,0.5833333333333334
5577,1,4.0,12.49,12.49,28,11,0.40540540540540543,0.5833333333333334
4961,1,4.4,49.99,49.99,45,28,0.29729729729729726,0.5833333333333334
6346,1,5.0,24.99,24.99,44,27,0.4324324324324324,0.5833333333333334
6870,1,4.3,3.99,3.99,29,12,0.48648648648648646,0.5833333333333334
3565,0,4.6,4.99,4.99,37,20,0.2162162162162162,0.5833333333333334
1102,1,4.5,99.99,99.99,24,7,0.40540540540540543,0.5833333333333334
869,1,4.6,11.99,11.99,26,9,0.4054054054054054,0.5833333333333334
6042,1,4.6,4.99,4.99,19,2,0.3783783783783784,0.5833333333333334
2948,0,4.5,7.99,7.99,45,28,0.29729729729729726,0.5833333333333334
6060,0,4.1,69.99,69.99,45,28,0.3513513513513513,0.5833333333333334
5683,1,0.0,45.99,45.99,34,17,0.35135135135135137,0.5833333333333334
419,1,4.4,64.99,64.99,43,26,0.4594594594594595,0.5833333333333334
1563,1,4.7,3.49,3.49,22,5,0.37837837837837834,0.5833333333333334
4119,0,0.0,89.99,89.99,39,22,0.16216216216216217,0.5833333333333334
5620,0,0.0,84.99,84.99,30,13,0.48648648648648646,0.5833333333333334
3786,1,4.6,9.99,17.99,33,16,0.21621621621621623,0.5833333333333334
1361,0,4.6,109.99,109.99,29,12,0.40540540540540543,0.5833333333333334
5276,1,4.7,89.99,89.99,27,10,0.2972972972972973,0.5833333333333334
5456,0,4.5,7.99,7.99,28,6,0.40540540540540543,0.5
5607,0,4.5,4.99,4.99,38,16,0.32432432432432434,0.5
6725,0,4.2,20.99,20.99,34,12,0.35135135135135137,0.5
6297,0,1.0,36.99,36.99,38,16,0.4054054054054054,0.5
3898,1,0.0,13.99,13.99,29,7,0.32432432432432434,0.5
2281,1,4.5,34.99,34.99,31,9,0.43243243243243246,0.5
2149,1,4.6,9.99,9.99,44,22,0.3243243243243243,0.5
3753,0,3.0,99.99,99.99,39,17,0.24324324324324326,0.5
2348,0,0.0,124.99,124.99,25,3,0.37837837837837834,0.5
2919,1,4.6,24.99,24.99,23,1,0.37837837837837834,0.5
5063,0,0.0,49.99,49.99,21,1,0.4054054054054054,0.5
2127,0,4.5,59.99,79.99,23,1,0.48648648648648646,0.5
1688,0,0.0,54.99,54.99,27,5,0.2702702702702703,0.5
1379,1,4.8,14.99,14.99,28,6,0.24324324324324323,0.5
358,0,4.6,39.99,54.99,27,5,0.4864864864864865,0.5
545,1,4.5,17.99,17.99,29,7,0.48648648648648646,0.5
